site_id1,site_id2,same_country
124385,17727,true
124385,67824,false
124385,818,true
124388,124388,true
124388,555534868,true
124388,555541551,true
124388,555579820,true
124388,829,false
124388,905,true
1245,1245,true
1245,31458,false
1245,555547988,false
1245,903089,true
12491,107315,false
12491,10903,false
12491,12491,true
12491,198343,false
12491,2553,true
12564,12564,true
12564,198322,true
12564,555582987,false
125857,125857,true
125857,173013,false
125857,555533461,false
125857,555551381,false
12650,107241,true
12650,12650,true
12650,41013,false
12650,41045,false
12652,102217,false
12652,12652,true
12652,62055,false
12667,12667,true
12667,36053,false
12754,11837,false
12754,12754,true
12754,478638,false
12754,555514173,true
12754,555518119,false
12754,555537002,true
12754,555537299,false
12754,555542259,true
12754,67743,false
12754,67936,false
12754,68102,true
127792,127792,true
127792,127887,false
127792,181967,false
127792,20696,false
127792,341518,true
127792,392901,true
127792,392902,true
127792,392904,true
127792,392905,true
127792,555539642,true
127792,555539643,true
127792,555580292,true
127792,555580293,true
127792,674,true
127825,127825,true
127825,98183,false
127876,127876,true
127876,183149,true
127876,62446,false
127876,64472,true
127885,127885,true
127885,4723,true
127885,555523941,false
127885,555531083,true
127885,555540892,true
127887,127792,false
127887,127887,true
127887,20696,true
127887,2516,true
127887,392901,false
127887,392902,false
127887,392904,false
127887,392905,false
127887,555539642,false
127887,555580293,false
1295,1295,true
1295,2574,false
1295,29067,false
1295,9176,false
1297,1297,true
1297,2575,false
1297,555623786,false
1297,916,false
1300,1300,true
1300,18250,true
1300,8673,false
13350,13350,true
13350,555523025,true
13350,555526320,false
13350,555526322,false
13350,555526336,false
13350,555539434,false
13350,555577680,true
134938,12159,false
134938,134938,true
134938,147594,false
134938,147612,false
134938,147622,false
134938,147756,false
134938,148072,false
134938,148203,false
134938,148293,false
134938,148327,false
134938,172874,false
134938,181960,false
134938,342028,true
134938,342311,true
134938,342315,true
134938,342775,true
134938,342855,true
134938,343002,true
134938,343182,true
134938,343438,true
134938,343638,true
134938,343937,true
134938,344020,true
134938,344529,true
134938,555517563,true
134938,555517669,true
134938,555517670,true
134938,555517674,true
134938,555517697,true
134938,555517711,true
134938,555517717,true
134938,555535373,false
134938,555535585,false
134938,555535588,false
134938,555535595,false
134938,555537222,true
134938,555550161,true
134938,555579167,false
134938,555579208,false
134944,134944,true
134944,205996,false
134944,555522929,true
134944,555558949,true
134944,555559118,true
134944,555623078,true
134944,95386,false
134948,134948,true
134948,1649,true
134948,170343,true
134948,170461,true
134948,170594,true
134948,326565,true
134948,326570,true
134948,339003,true
134948,339004,true
134948,555522709,true
