wdpaid,status,expiry_date,url
20186,Green Listed,20271231,https://iucngreenlist.org/sites/megantoni-national-sanctuary/
26654,Relisted,20251231,https://iucngreenlist.org/sites/mount-huangshan-scenic-area/
32674,Green Listed,20261231,https://iucngreenlist.org/sites/arcipelago-toscano-national-park/
35272,Green Listed,20290926,https://iucngreenlist.org/sites/guanenta-alto-rio-fonce-fauna-and-flora-sanctuary/
62716,Green Listed,20261231,https://iucngreenlist.org/sites/national-nature-reserves-of-haut-giffre-and-aiguilles-rouges/
62735,Green Listed,20291205,https://iucngreenlist.org/sites/reserve-biologique-dirigee-du-champ-du-feu/
63136,Relisted,20241231,https://iucngreenlist.org/sites/montague-island-nature-reserve/
64511,Green Listed,20261231,https://iucngreenlist.org/sites/https-iucngreenlist-org-sites-foreste-casentinesi-monte-falterona-and-campigna-national-park/
83037,Green Listed,20290419,https://iucngreenlist.org/sites/marais-depisy-nature-reserve/
83268,Green Listed,20290419,https://iucngreenlist.org/sites/reserve-nationale-de-chasse-et-de-faune-sauvage-dorlu/
95996,Green Listed,20271231,https://iucngreenlist.org/sites/longwanqun-national-forest-park/
101910,Green Listed,20290927,https://iucngreenlist.org/sites/ibex-protected-area/
106711,Green Listed,20261231,https://iucngreenlist.org/sites/national-nature-reserves-of-haut-giffre-and-aiguilles-rouges/
108125,Green Listed,20290419,https://iucngreenlist.org/sites/parque-nacional-zona-marina-del-archipielago-de-espiritu-santo1/
147283,Green Listed,20261231,https://iucngreenlist.org/sites/natural-reserve-of-sainte-victoire/
147297,Green Listed,20290419,https://iucngreenlist.org/sites/guadeloupe-national-park/
147302,Green Listed,20251231,https://iucngreenlist.org/sites/ile-du-grand-connetable-national-nature-reserve/
303045,Green Listed,20251231,https://iucngreenlist.org/sites/van-long-nature-reserve/
303072,Green Listed,20290419,https://iucngreenlist.org/sites/cat-tien-national-park/
303317,Green Listed,20231027,https://iucngreenlist.org/sites/reserva-comunal-amarakaeri/
303322,Green Listed,20271231,https://iucngreenlist.org/sites/machiguenga-communal-reserve/
303541,Green Listed,20290926,https://iucngreenlist.org/sites/alto-fragua-indi-wasi-natural-national-park/
303552,Green Listed,20251231,https://iucngreenlist.org/sites/malpelo-fauna-and-flora-sanctuary/
306777,Green Listed,20271231,https://iucngreenlist.org/sites/bahia-de-loreto-national-park/
306779,Green Listed,20271231,https://iucngreenlist.org/sites/cabo-pulmo-national-park/
306808,Green Listed,20290926,https://iucngreenlist.org/sites/reserva-de-la-biosfera-isla-san-pedro-martir/
309970,Relisted,20241231,https://iucngreenlist.org/sites/arakwal-national-park/
311888,Green Listed,20290419,https://iucngreenlist.org/sites/lamington-national-park/
330608,Green Listed,20291205,https://iucngreenlist.org/sites/reserve-biologique-dirigee-hochfeld/
345888,Green Listed,20290419,https://iucngreenlist.org/sites/reserve-naturelle-nationale-des-terres-australes-francaises/
345942,Green Listed,20290419,https://iucngreenlist.org/sites/reserve-biologique-integrale-du-bois-du-loch/
349467,Green Listed,20290419,https://iucngreenlist.org/sites/sierra-nevada-natural-space/
351783,Green Listed,20290926,https://iucngreenlist.org/sites/soure-marine-extractive-reserve/
354414,Relisted,20241231,https://iucngreenlist.org/sites/arakwal-national-park/
388659,Relisted,20240319,https://iucngreenlist.org/sites/natural-marine-park-of-iroise/
389011,Green Listed,20290419,https://iucngreenlist.org/sites/sierra-nevada-natural-space/?wg-choose-original=true
391970,Green Listed,20290926,https://iucngreenlist.org/sites/maures-integral-biological-reserve/
902487,Green Listed,20231027,https://iucngreenlist.org/sites/wadi-al-hitan/
902497,Green Listed,20291205,https://iucngreenlist.org/sites/al-shouf-cedar-nature-reserve/
555514327,Green Listed,20290419,https://iucngreenlist.org/sites/val-suzon-regional-nature-reserve/
555514399,Green Listed,20261231,https://iucngreenlist.org/sites/tour-du-valat-estate/
555525592,Green Listed,20261231,https://iucngreenlist.org/sites/marshes-of-the-lower-valleys-of-essonne-and-juine/
555525849,Green Listed,20271231,https://iucngreenlist.org/sites/western-seine-bay-nature-2000-site/
555526032,Green Listed,20261231,https://iucngreenlist.org/sites/drugeon-basin-natura-2000-site/
555544085,Green Listed,20290419,https://iucngreenlist.org/sites/matses-national-reserve-2/
555547502,Green Listed,20290419,https://iucngreenlist.org/sites/parc-marin-de-la-cote-bleue/
555548807,Green Listed,20261231,https://iucngreenlist.org/sites/warby-ovens-national-park/
555555499,Relisted,20231027,https://iucngreenlist.org/sites/ol-pejeta-conservancy/
555555517,Green Listed,20231027,https://iucngreenlist.org/sites/ol-kinyei-conservancy/
555558374,Green Listed,20231231,https://iucngreenlist.org/sites/al-wathba-wetland-reserve/
555592552,Green Listed,20291205,https://iucngreenlist.org/sites/sir-bu-nair-island-protected-area/
555624824,Green Listed,20291205,https://iucngreenlist.org/sites/sharaan-nature-reserve/
555637437,Green Listed,20271231,https://iucngreenlist.org/sites/inner-mongolia-grand-khingan-hanma-national-nature-reserve/
555697546,Green Listed,20271231,https://iucngreenlist.org/sites/sugud-islands-marine-conservation-area/
555738590,Green Listed,20240319,https://iucngreenlist.org/sites/donzere-mondragon-hunting-wildlife-reserve/
555744898,Green Listed,20290926,https://iucngreenlist.org/sites/king-salman-royal-nature-reserve/
306844,Green Listed,20271231,https://iucngreenlist.org/sites/selva-el-ocote-biosphere-reserve/
