iso3,pa_marine_area,pa_land_area,marine_area,land_area,percentage_pa_land_cover,percentage_pa_marine_cover,percentage_nr_land_cover,percentage_nr_marine_cover,nr_version,nr_report_url,oecms_pa_marine_area,oecms_pa_land_area,percentage_oecms_pa_land_cover,percentage_oecms_pa_marine_cover
BEN,0,34414.53,30425.68,116095.36,29.64,0,20.16,na,5,https://www.cbd.int/doc/world/bj/bj-nr-05-fr.pdf,0,34414.53,29.64,0
BES,25111.91,91.6,25112.35,322.85,28.37,100,na,na,0,na,25111.91,91.6,28.37,100
BFA,0,45403.11,0,276403.72,16.43,0,na,na,0,na,0,45403.11,16.43,0
BGD,8369.12,6407.71,84563.21,140160.17,4.57,9.9,1.8,2.05,5,https://www.cbd.int/doc/world/bd/bd-nr-05-en.pdf,8369.12,6407.71,4.57,9.9
BGR,2851.85,45503.46,35171.85,110862.75,41.04,8.11,34,na,5,https://www.cbd.int/doc/world/bg/bg-nr-05-en.pdf,2851.85,45503.46,41.04,8.11
BHR,1612.48,88.99,7632.76,686.86,12.96,21.13,na,na,5,https://www.cbd.int/doc/world/bh/bh-nbsap-v2-en.pdf,1612.48,88.99,12.96,21.13
BHS,47355.49,4930.16,597705.13,13458.01,36.63,7.92,na,na,0,na,47355.49,4930.16,36.63,7.92
BIH,0,2081.62,12.76,51225.15,4.06,0,2,na,5,https://www.cbd.int/doc/world/ba/ba-nr-05-en.pdf,0,2081.62,4.06,0
BLM,4243.89,5.11,4317.88,25.11,20.36,98.29,na,na,0,na,4243.89,5.11,20.36,98.29
BLR,0,28686.55,0,207228.07,13.84,0,8.72,0,6,https://chm.cbd.int/pdf/documents/nationalReport6/241352/1,0,28686.55,13.84,0
BLZ,3994.44,8372.05,36249.84,22297.77,37.55,11.02,36.6,19.8,6,https://chm.cbd.int/database/record/7E3D234F-E8AD-520C-C92B-490CE2806718,3994.44,8372.05,37.55,11.02
BMU,0.26,1.47,451643.68,72.48,2.02,0,na,na,0,na,0.26,1.47,2.02,0
BOL,0,336406.59,0,1089908.94,30.87,0,23,na,5,https://www.cbd.int/doc/world/bo/bo-nr-05-es.pdf,0,336406.59,30.87,0
BRA,985719.49,2611318.19,3672584.33,8529399.24,30.62,26.84,16,1.5,5,https://www.cbd.int/doc/world/br/br-nr-05-en.pdf,985719.49,2611318.19,30.62,26.84
BRB,10.32,5.64,185019.85,444.07,1.27,0.01,na,na,0,na,10.32,5.64,1.27,0.01
BRN,51.68,2794.37,25698.42,5961.69,46.87,0.2,41,na,5,https://www.cbd.int/doc/world/bn/bn-nr-05-en.pdf,51.68,2794.37,46.87,0.2
BTN,0,19834.7,0,39933.49,49.67,0,51.44,na,6,https://chm.cbd.int/database/record/780672FC-714D-DCB8-463B-8C13757C89D1,0,19834.7,49.67,0
BVT,2207.57,50.64,440224.35,50.64,100,0.5,na,na,0,na,2207.57,50.64,100,0.5
BWA,0,169369.8,0,581162.92,29.14,0,29.1,na,6,https://chm.cbd.int/database/record/79991C85-C09A-E604-22B4-60A04E4C873D,0,169369.8,29.14,0
CAF,0,112827.11,0,624568.03,18.06,0,41,na,5,https://www.cbd.int/doc/world/cf/cf-nr-05-fr.pdf,0,112827.11,18.06,0
CAN,517851.64,1275767.24,5698082.71,9955032.94,12.82,9.09,10.5,7.7,6,https://chm.cbd.int/database/record/C54338B1-F853-7542-B2AD-34985A78BE08,835339.79,1366547.19,13.73,14.66
CCK,26.29,0,470116.61,17.95,0,0.01,na,na,0,na,26.29,0,0,0.01
CHE,0,5020.62,0,41355.27,12.14,0,12.5,0,6,https://chm.cbd.int/database/record/79437B02-8838-F9E7-B0BB-571AB9CB6F30,0,5020.62,12.14,0
CHL,1512449.2,159942.13,3657313.03,759820.96,21.05,41.35,20,4.3,5,https://www.cbd.int/doc/world/cl/cl-nr-05-es.pdf,1512449.2,159942.13,21.05,41.35
CHN,48125.65,1461913.14,878364.09,9361608.88,15.62,5.48,14.86,na,6,https://chm.cbd.int/database/record/C7B6BC32-C06D-B09C-BFF8-7D265F24DBE6,48125.65,1461913.14,15.62,5.48
CIV,126.89,74419.71,174842.18,324107.71,22.96,0.07,na,na,6,https://chm.cbd.int/database/record/6C5CE2DC-C057-ADCB-6424-0F485C7DEFEA,126.89,74419.71,22.96,0.07
CMR,1601.57,51537.97,14704.26,469428.09,10.98,10.89,22,na,6,https://chm.cbd.int/database/record/9AC174A3-DA9D-FD8C-764C-E2691FA90EE8,1601.57,51537.97,10.98,10.89
COD,31.36,324768.2,13265.41,2344275.11,13.85,0.24,11,na,5,https://www.cbd.int/doc/world/cd/cd-nr-05-fr.pdf,31.36,324768.2,13.85,0.24
COG,1200.11,126472.17,39863.59,343736.74,36.79,3.01,13.2,0,0,na,1200.11,126472.17,36.79,3.01
COK,1981931.21,64.92,1972842.36,258.14,25.15,100,1,na,5,https://www.cbd.int/doc/world/ck/ck-nr-05-en.pdf,1981931.21,67.13,26.01,100
COL,301003.29,195034.48,730741.83,1145032.9,17.03,41.19,11.27,1.5,"National Biodiversity Strategy and Action Plan (v.3)
",https://www.cbd.int/doc/world/co/co-nbsap-v3-es.pdf,351734.71,323515,28.25,48.13
COM,619.78,574.18,165505.13,1701.12,33.75,0.37,22,na,5,https://www.cbd.int/doc/world/km/km-nr-05-fr.pdf,619.78,574.18,33.75,0.37
CPV,5.42,120.12,801065.13,4149,2.9,0,na,na,0,na,5.42,120.12,2.9,0
CRI,166793.2,13730.23,576110.18,51636.14,26.59,28.95,26,2.7,6,https://chm.cbd.int/database/record/158F6797-D2D0-91DF-E1D1-55EF84D295E0,166793.2,13730.23,26.59,28.95
CUB,14089.82,18118.74,365755.75,111643.28,16.23,3.85,na,na,0,na,14089.82,18118.74,16.23,3.85
CUW,11.66,71.01,30535,450.98,15.75,0.04,na,na,na,na,11.66,71.01,15.75,0.04
CXR,0.75,87.65,330035.5,142.42,61.54,0,na,na,na,na,0.75,87.65,61.54,0
CYM,92.9,31.13,119605.45,289.27,10.76,0.08,na,na,na,na,92.9,31.13,10.76,0.08
CYP,8472.22,3509.44,98279.5,9063.43,38.72,8.62,na,na,5,https://www.cbd.int/doc/world/cy/cy-nr-05-en.pdf,8472.22,3509.44,38.72,8.62
CZE,0,17272.63,0,77916.9,22.17,0,na,na,6,https://chm.cbd.int/database/record/C94184E8-C30E-C894-DD41-0F1C62E7AD6A,0,17272.63,22.17,0
DEU,25619.26,134405.7,56357.94,357584.39,37.59,45.46,na,0,5,https://www.cbd.int/doc/nr/nr-06/de-nr-06-en.pdf,25619.26,134405.7,37.59,45.46
Disputed,0,0,2199177.4,241966.7,0,0,na,na,na,na,0,0,0,0
DJI,11.8,343.96,7031.12,21843.65,1.57,0.17,na,na,0,na,11.8,343.96,1.57,0.17
DMA,10.01,168.28,28749.18,766.23,21.96,0.03,na,20,5,https://www.cbd.int/doc/world/dm/dm-nbsap-v2-en.pdf,10.01,168.28,21.96,0.03
DNK,18408.28,7689.98,100469.75,45314.4,16.97,18.32,na,18,5,https://www.cbd.int/doc/world/dk/dk-nr-05-en.pdf,18408.28,7689.98,16.97,18.32
DOM,46781.01,12801.44,270774.17,48509.81,26.39,17.28,26,9.6,6,https://chm.cbd.int/database/record/4CAD6958-68E8-A0AB-E856-852720AD7CF8,46781.01,12801.44,26.39,17.28
DZA,87.74,107865.02,128992.99,2324458.59,4.64,0.07,na,na,6,https://chm.cbd.int/pdf/documents/nationalReport6/241357/1,87.74,1261028.95,54.25,0.07
ECU,206784.25,60703.54,1079901.07,258138.67,23.52,19.15,19.6,na,6,https://chm.cbd.int/database/record/6120BF7A-BD24-5225-9DEF-4D4BE3AD3799,206784.25,60703.54,23.52,19.15
EGY,11715.82,129389.82,236612.06,984997.49,13.14,4.95,14.6,na,0,na,11715.82,129389.82,13.14,4.95
ERI,0,0,78827.42,121834.4,0,0,na,na,0,na,0,0,0,0
ESH,0,0,252024.25,268339.22,0,0,na,na,0,na,0,0,0,0
ESP,128585.21,142555.3,1005717.3,507013.41,28.12,12.79,27.3,8,0,na,128585.21,142555.3,28.12,12.79
EST,6825.47,9723.48,36346.37,45416.48,21.41,18.78,18.8,27,6,https://chm.cbd.int/database/record/E23CB1F7-405F-D3C8-C1A5-8D2912E49CCE,6825.47,9723.48,21.41,18.78
ETH,0,193132.41,0,1135429.23,17.01,0,14,na,6,https://chm.cbd.int/database/record/86A4EACE-5D8E-479D-CD33-319D77EA9032,0,193132.41,17.01,0
FIN,9530.16,45252.49,79467.83,337725.53,13.4,11.99,13.8,17,6,https://chm.cbd.int/database/record/8BC90B3F-3587-ED1A-0BE5-FBA1287318A4,9530.16,45252.49,13.4,11.99
FJI,11959.01,1036.51,1293034.72,19154.96,5.41,0.92,2.7,na,5,https://www.cbd.int/doc/world/fj/fj-nr-05-en.pdf,11959.01,1036.51,5.41,0.92
FLK,52.09,61.1,549091.64,12400.95,0.49,0.01,na,na,0,na,52.09,61.1,0.49,0.01
FRA,171300.23,155901.68,343866.39,548954.07,28.4,49.82,29.5,22.91,6,https://chm.cbd.int/database/record/C838741D-098B-3BAC-AE88-3EDACDB092EA,171300.23,155901.68,28.4,49.82
FRO,28.89,33.79,266720.43,1450.64,2.33,0.01,na,na,0,na,28.89,33.79,2.33,0.01
FSM,475.05,0.4,3011916.98,817.16,0.05,0.02,na,na,5,https://www.cbd.int/doc/world/fm/fm-nr-05-en.pdf,475.05,0.4,0.05,0.02
GAB,55720.65,59707.74,193292.33,266044.61,22.44,28.83,na,na,0,na,55720.65,59707.74,22.44,28.83
GBR,318711.03,68104.18,723404.7,245247.59,27.77,44.06,28,24,6,https://chm.cbd.int/database/record/A8D6330F-38E5-1E72-50A3-406ABFBB9612,318711.03,68104.18,27.77,44.06
GEO,152.96,7774.97,22907.01,69971.97,11.11,0.67,8.62,na,5,https://www.cbd.int/doc/world/ge/ge-nr-05-en.pdf,152.96,7774.97,11.11,0.67
GGY,33.48,3.43,8672.66,85.56,4.01,0.39,na,na,0,na,33.95,9.09,10.62,0.39
GHA,219.26,35674.72,226758.58,240329.98,14.84,0.1,20.66,na,National Biodiversity Strategy and Action Plan (v.2),https://www.cbd.int/doc/world/gh/gh-nbsap-v2-en.pdf,219.26,35674.72,14.84,0.1
GIB,0,0,426.75,7.48,0,0,na,na,0,na,0,0,0,0
GIN,583.42,92571.39,110136.29,246426.81,37.57,0.53,15,na,5,https://www.cbd.int/doc/world/gn/gn-nr-05-fr.pdf,583.42,92571.39,37.57,0.53
GLP,90959.21,1172.03,91039.09,1678.54,69.82,99.91,na,na,0,na,90959.21,1172.03,69.82,99.91
GMB,137.35,830.36,22745.53,10757.91,7.72,0.6,6.4,7.4,6,https://chm.cbd.int/database/record/72F99C09-A17F-497F-7B00-EE38CDE69E5D,137.35,830.36,7.72,0.6
GNB,9573.86,9220.21,106506.63,34015.72,27.11,8.99,13.75,12.63,National Biodiversity Strategy and Action Plan (v.2),https://www.cbd.int/doc/world/gw/gw-nbsap-v2-en.pdf,9573.86,9220.21,27.11,8.99
GNQ,729.71,5228.23,310365.41,27136.02,19.27,0.24,na,na,0,na,729.71,5228.23,19.27,0.24
GRC,22326.03,46842.04,494172.45,133012.27,35.22,4.52,21,6,5,https://www.cbd.int/doc/world/gr/gr-nr-05-en.pdf,22326.03,46842.04,35.22,4.52
GRD,25.77,35.63,26281.52,373.57,9.54,0.1,na,na,5,https://www.cbd.int/doc/world/gd/gd-nr-05-en.pdf,25.77,35.63,9.54,0.1
GRL,102254.1,885525.01,2264467.12,2154016.46,41.11,4.52,na,na,0,na,102254.1,885525.01,41.11,4.52
GTM,953.77,22115.56,118336.39,109922.26,20.12,0.81,31.06,na,5,https://www.cbd.int/doc/world/gt/gt-nr-05-es.pdf,953.77,22115.56,20.12,0.81
GUF,1365.5,43585.94,136563.85,83034.51,52.49,1,na,na,0,na,1365.5,43585.94,52.49,1
GUM,40.09,25.07,202535.06,561.24,4.47,0.02,na,na,0,na,40.09,25.07,4.47,0.02
GUY,25.86,17952.54,136909.99,211200.27,8.5,0.02,8.6,na,0,https://www.cbd.int/doc/world/gy/gy-nbsap-v3-en.pdf,25.86,17952.54,8.5,0.02
HKG,77.63,461.76,0,1102.48,41.88,0,na,na,0,na,77.63,461.76,41.88,0
HMD,6050.48,391.2,416110.95,391.2,100,1.45,na,na,0,na,6050.48,391.2,100,1.45
HND,10070.09,26567.52,219971.17,113291.48,23.45,4.58,27,0,0,https://www.cbd.int/doc/world/hn/hn-nbsap-v2-es.pdf,10070.09,26567.52,23.45,4.58
HRV,4984.81,21894.93,55462.36,56855.89,38.51,8.99,12.2,1.94,5,https://www.cbd.int/doc/world/hr/hr-nr-05-en.pdf,4984.81,21894.93,38.51,8.99
HTI,1826.4,2357.49,123867.18,27390.24,8.61,1.47,6.28,na,5,https://www.cbd.int/doc/world/ht/ht-nr-05-fr.pdf,1826.4,2357.49,8.61,1.47
HUN,0,21051.04,0,93142.45,22.6,0,22.2,0,5,https://www.cbd.int/doc/world/hu/hu-nr-05-en.pdf,0,21051.04,22.6,0
IDN,180160.69,230019.81,5947954.17,1906555.05,12.06,3.03,22,na,5,https://www.cbd.int/doc/world/id/id-nr-05-en.pdf,180160.69,230019.81,12.06,3.03
IMN,419.42,33.66,0,582.23,5.78,0,na,na,0,na,419.42,33.66,5.78,0
IND,5543.27,230167.75,2301226.5,3061193.5,7.52,0.24,na,na,6,https://chm.cbd.int/database/record/93FF87C5-5D5D-B150-2A0F-5D3AF67E77C9,5543.27,230167.75,7.52,0.24
IOT,0,0,642744.69,68.95,0,0,na,na,0,na,0,0,0,0
IRL,9944.42,10122.66,426441.74,70128.38,14.43,2.33,14,1.4,5,https://www.cbd.int/doc/world/ie/ie-nr-05-en.pdf,9944.42,10122.66,14.43,2.33
IRN,1808.64,140225.78,224800.63,1627857.17,8.61,0.8,10.4,na,5,https://www.cbd.int/doc/world/ir/ir-nr-05-en.pdf,1808.64,140225.78,8.61,0.8
IRQ,0,6713.75,595.83,437830.51,1.53,0,na,na,0,na,0,6713.75,1.53,0
ISL,3215.92,21263.02,752783.51,102301.77,20.78,0.43,na,na,0,https://chm.cbd.int/database/record/BF781FE9-A0CB-A201-0EAA-F59EC1EC1EFA,3215.92,21263.02,20.78,0.43
ISR,11.84,5132.61,27855.04,20958.03,24.49,0.04,21,na,5,https://www.cbd.int/doc/world/il/il-nr-05-en.pdf,11.84,5132.61,24.49,0.04
ITA,57181.13,65017.2,538880.95,301335.31,21.58,10.61,21,19.1,6,https://chm.cbd.int/database/record/075ADA4C-96AD-4864-9C6C-D252F644A314,57181.13,65017.2,21.58,10.61
JAM,1902.01,2211.95,246488.5,11058.95,20,0.77,18,15,5,https://www.cbd.int/doc/world/jm/jm-nr-05-en.pdf,1902.01,2211.95,20,0.77
JEY,185.03,22.23,2962.11,125.22,17.75,6.25,na,na,0,na,185.03,22.23,17.75,6.25
JOR,0.76,4853.69,93.67,89689.84,5.41,0.81,1.6,25,6,https://chm.cbd.int/database/record/E3AD5C2C-E18B-0515-2B13-B5906FB9C971,0.76,4853.69,5.41,0.81
JPN,561310.17,111289.68,4040612.3,374092.79,29.75,13.89,na,8.3,6,https://chm.cbd.int/database/record/134290A2-76E8-AF7A-E322-14E20399677D,561310.17,111289.68,29.75,13.89
KAZ,60409.56,272794.86,119085.02,2719827.87,10.03,50.73,8.96,na,6,https://chm.cbd.int/database/record/104097C9-32D6-85B6-4630-6D69CC6DC2EF,60409.56,272794.86,10.03,50.73
KEN,822.13,71533.97,112400.45,586770,12.19,0.73,8,na,5,https://www.cbd.int/doc/world/ke/ke-nr-05-en.pdf,822.13,71533.97,12.19,0.73
KGZ,0,13408.46,0,199957.02,6.71,0,7.38,na,6,https://chm.cbd.int/database/record/411B9A5E-1A4D-858E-3E40-643E17C4E9CC,0,13408.46,6.71,0
KHM,691.47,72527.32,47966.85,182510.85,39.74,1.44,18,na,5,https://www.cbd.int/doc/world/kh/kh-nr-05-en.pdf,691.47,72527.32,39.74,1.44
KIR,408740.82,230.89,3459130.41,1032.56,22.36,11.82,na,na,0,na,408740.82,230.89,22.36,11.82
KNA,408.21,62.01,10262.91,270.83,22.9,3.98,na,na,6,https://chm.cbd.int/database/record/C0A7116F-F642-2089-08C4-81605C16F1BC,408.21,62.01,22.9,3.98
KOR,7998.21,16956.74,324993.8,99712.88,17.01,2.46,11.57,1.4,6,https://chm.cbd.int/database/record/37C38AFC-AF9F-168E-B555-2EBA21CF2DCD,7998.21,16956.74,17.01,2.46
KWT,384.42,2954.63,11895.81,17417.88,16.96,3.23,20,3,5,https://www.cbd.int/doc/world/kw/kw-nr-05-ar.pdf,384.42,2954.63,16.96,3.23
LAO,0,43858.37,0,231276.14,18.96,0,18,na,0,na,0,43858.37,18.96,0
LBN,43.52,195.24,19315.84,10329.05,1.89,0.23,na,na,0,na,43.52,195.24,1.89,0.23
LBR,256.05,3916.59,247767.68,96634.42,4.05,0.1,na,na,5,https://www.cbd.int/doc/world/lr/lr-nr-05-en.pdf,256.05,3916.59,4.05,0.1
LBY,2267.91,2084.17,357895.31,1622615.43,0.13,0.63,na,na,0,na,2267.91,2084.17,0.13,0.63
LCA,34.01,116.65,15560.31,622.31,18.75,0.22,na,na,0,na,34.01,116.65,18.75,0.22
LIE,0,71.22,0,167.06,42.63,0,12.3,0,5,https://www.cbd.int/doc/world/li/li-nr-05-en.pdf,0,71.22,42.63,0
LKA,398.56,19897.5,534085.05,66631.5,29.86,0.07,28,na,5,https://www.cbd.int/doc/world/lk/lk-nr-05-en.pdf,398.56,19897.5,29.86,0.07
LSO,0,7189.37,0,30494.99,23.58,0,na,na,0,na,0,7189.37,23.58,0
LTU,1567.71,11047.5,6125.65,64696.52,17.08,25.59,na,na,0,na,1567.71,11047.5,17.08,25.59
LUX,0,1452.58,0,2603.08,55.8,0,27,na,6,https://chm.cbd.int/database/record/7C393CC4-D665-CE1D-B971-CD4271602FB8,0,1452.58,55.8,0
LVA,4632.07,11728.68,28879.55,64501.95,18.18,16.04,17,na,5,https://www.cbd.int/doc/world/lv/lv-nr-05-en.pdf,4632.07,11728.68,18.18,16.04
MAF,1030.54,7.61,1068.74,59.58,12.77,96.43,na,na,0,na,1030.54,7.61,12.77,96.43
MAR,717.19,8932.61,276136.41,407280.49,2.19,0.26,16.2,na,6,https://chm.cbd.int/database/record/650BA56F-8B7E-91A7-6622-56AEEEDD28CE,846.81,140212.89,34.43,0.31
MCO,283.4,0.16,284.22,1.6,10.18,99.71,na,na,5,https://www.cbd.int/doc/world/mc/mc-nr-05-fr.pdf,283.4,0.16,10.18,99.71
MDA,0,3882.26,0,33963.76,11.43,0,5.8,0,6,https://chm.cbd.int/database/record/7320428F-D31E-FD33-F7FE-48CC53E2EB23,0,3882.26,11.43,0
MDG,11017.96,44521.1,1205824.85,594718.73,7.49,0.91,na,na,5,https://www.cbd.int/doc/world/mg/mg-nr-05-en.pdf,11017.96,44521.1,7.49,0.91
MDV,623.3,7,922109.99,304.67,2.3,0.07,na,na,5,https://www.cbd.int/doc/world/mv/mv-nr-05-en.pdf,623.3,7,2.3,0.07
MEX,708027.47,286891.11,3284659.67,1965284.83,14.6,21.56,12.9,21,6,https://www.cbd.int/doc/world/mx/mx-nr-05-es.pdf,708027.47,286891.11,14.6,21.56
MHL,5388.4,33.59,2004587.26,281.93,11.92,0.27,16,18,5,na,5388.4,33.59,11.92,0.27
MKD,0,3916.65,0,25443.14,15.39,0,na,0,0,na,0,3916.65,15.39,0
MLI,0,94591.24,0,1256684.11,7.53,0,na,na,0,na,0,94591.24,7.53,0
MLT,4146.58,99.56,55696.66,324.97,30.64,7.44,13,na,5,https://www.cbd.int/doc/world/mt/mt-nr-05-en.pdf,4146.58,99.56,30.64,7.44
MMR,2456.8,44288.97,514147.22,673078.57,6.58,0.48,8.7,na,6,https://chm.cbd.int/database/record/F7636AF4-F0E7-CAAE-ED0A-CE0E9F3A7F9C,2456.8,44288.97,6.58,0.48
MNE,43.25,1918.15,7459.24,13847.56,13.85,0.58,9.05,na,5,https://www.cbd.int/doc/world/me/me-nr-05-en.pdf,43.25,1918.15,13.85,0.58
MNG,0,310015.52,0,1565864.16,19.8,0,17.4,0,5,https://www.cbd.int/doc/world/mn/mn-nr-05-en.pdf,0,310015.52,19.8,0
MNP,248893.57,14.15,773667.86,501.22,2.82,32.17,na,na,na,na,248893.57,14.15,2.82,32.17
MOZ,12326.34,233248.91,574409.62,791081.87,29.48,2.15,26,na,5,https://www.cbd.int/doc/world/mz/mz-nr-05-en.pdf,12326.34,233248.91,29.48,2.15
MRT,6487.58,6507.88,156197.86,1046302.52,0.62,4.15,na,na,5,https://www.cbd.int/doc/world/mr/mr-nr-05-fr.pdf,6487.58,6507.88,0.62,4.15
MSR,0,11.18,7628.26,100.66,11.11,0,na,na,na,na,0,11.18,11.11,0
MTQ,47904.7,926.04,47644.31,1149.93,80.53,100,na,na,na,na,47904.7,926.04,80.53,100
MUS,49.64,97.46,1280068.32,2062.48,4.73,0,7.6,na,5,https://www.cbd.int/doc/world/mu/mu-nr-05-en.pdf,49.64,97.46,4.73,0
MWI,0,27190.41,0,118859.73,22.88,0,na,na,5,https://www.cbd.int/doc/world/mw/mw-nr-05-en.pdf,0,27190.41,22.88,0
MYS,25099.34,44204.65,451741.54,331700.57,13.33,5.56,na,1.4,5,https://www.cbd.int/doc/world/my/my-nr-05-en.pdf,25099.34,44204.65,13.33,5.56
MYT,68763.82,79.54,63362.34,396.38,20.07,100,na,na,0,na,68763.82,79.54,20.07,100
NAM,9646.27,330348.44,562727.62,827465.43,39.92,1.71,16.7,na,5,https://www.cbd.int/doc/world/na/na-nr-05-en.pdf,9646.27,330348.44,39.92,1.71
NCL,1320501.09,11419.2,1371803.15,19141.03,59.66,96.26,na,na,na,na,1320501.09,11419.2,59.66,96.26
NER,0,216586.31,0,1190098.66,18.2,0,15.21,0,6,https://chm.cbd.int/database/record/AB3C2537-889F-115F-3B85-E42EA3C3B1EC,0,216586.31,18.2,0
NFK,3.24,3.7,432638.08,42.78,8.65,0,na,na,na,na,3.24,3.7,8.65,0
NGA,30.56,127541.58,182868.19,914306.11,13.95,0.02,6,na,5,https://www.cbd.int/doc/world/ng/ng-nr-05-en.pdf,30.56,127541.58,13.95,0.02
NIC,7596.69,27585.45,223935.24,129222.31,21.35,3.39,na,na,0,na,7596.69,27585.45,21.35,3.39
NIU,129207.35,54.72,318243.69,267.76,20.44,40.6,23,na,5,https://www.cbd.int/doc/world/nu/nu-nr-05-en.pdf,129207.35,54.72,20.44,40.6
NLD,17247.55,7910.25,64204.98,35205.61,22.47,26.86,21.7,19,5,https://www.cbd.int/doc/world/nl/nl-nr-05-en.pdf,17247.55,7910.25,22.47,26.86
NOR,12509.04,57619.24,926317.73,325287.82,17.71,1.35,17.2,3.1,6,https://chm.cbd.int/database/record/D874F120-974C-0CFE-32C4-6BCBE13146B5,12509.04,57619.24,17.71,1.35
NPL,0,34897.92,0,147709.54,23.63,0,23.39,0,6,https://chm.cbd.int/database/record/A6B3AF62-55F8-F0D0-7106-76D42630A951,0,34897.92,23.63,0
NRU,0,0,310565.13,22.79,0,0,na,na,6,https://www.cbd.int/doc/nr/nr-06/nr-nr-06-en.pdf,0,0,0,0
NZL,1249398.56,90051.29,4106953.86,269651.67,33.4,30.42,36.73,7,5,https://www.cbd.int/doc/world/nz/nz-nr-05-en.pdf,1249398.56,90051.29,33.4,30.42
OMN,90316.34,68335.05,538980.19,310373.14,22.02,16.76,na,na,5,https://www.cbd.int/doc/world/om/om-nr-05-en.pdf,90489.82,68336.16,22.02,16.79
PAK,1707.4,98288.08,222743.92,798143.65,12.31,0.77,12,0,5,https://www.cbd.int/doc/world/pk/pk-nr-05-en.pdf,1707.4,98288.08,12.31,0.77
PAN,89297.24,23681.5,332643.5,75497.95,31.37,26.84,31.8,13.5,6,https://chm.cbd.int/database/record/05B386D2-5BCD-A52D-6097-F853803CC619,89297.24,23681.5,31.37,26.84
PCN,845600.09,43.05,839478.95,45.59,94.42,100,na,na,0,na,845600.09,43.05,94.42,100
PER,66722.42,292831.08,838329.59,1298537.04,22.55,7.96,17.3,0.3,6,https://chm.cbd.int/database/record/90F134F5-E726-C4E5-77FD-F2E103B0F872,66819.98,294340.7,22.67,7.97
PHL,32010.3,47411.66,1835028.19,298774.9,15.87,1.74,12.8,na,PBSAP 2015-2028,https://www.cbd.int/doc/world/ph/ph-nbsap-v3-en.pdf,66591.95,51650.3,17.29,3.63
PLW,608173.28,221.37,608152.49,501.1,44.18,100,na,na,0,https://www.cbd.int/doc/world/pw/pw-nr-05-en.pdf,608173.28,221.37,44.18,100
PNG,3343.51,17247.56,2407381.82,467405.92,3.69,0.14,na,na,0,na,3343.51,17247.56,3.69,0.14
