iso3,pa_marine_area,pa_land_area,marine_area,land_area,percentage_pa_land_cover,percentage_pa_marine_cover,percentage_nr_land_cover,percentage_nr_marine_cover,nr_version,nr_report_url,oecms_pa_marine_area,oecms_pa_land_area,percentage_oecms_pa_land_cover,percentage_oecms_pa_marine_cover
POL,7236.39,123633.2,31945.64,311923.52,39.64,22.65,19.6,24,6,https://chm.cbd.int/database/record/4ACD5165-ABFA-57D0-CAB0-4FC82FB386DD,7236.39,123633.2,39.64,22.65
PRI,3183.94,604.8,176163.06,9041.14,6.69,1.81,na,na,0,na,3183.94,604.8,6.69,1.81
PRK,25.58,2972.54,115967.27,122186.14,2.43,0.02,7.2,na,5,https://www.cbd.int/doc/world/kp/kp-nr-05-en.pdf,25.58,2972.54,2.43,0.02
PRT,290952.72,21093.54,1724156.15,92141.09,22.89,16.88,22,na,5,https://www.cbd.int/doc/world/pt/pt-nr-05-pt.pdf,290952.72,21093.54,22.89,16.88
PRY,0,57186.45,0,401498.42,14.24,0,15,0,6,https://chm.cbd.int/database/record/4406F62E-6E7A-1826-E2B9-082208FCC685,0,57186.45,14.24,0
PSE,0,615.41,0,6181.99,9.95,0,9,0,5,https://www.cbd.int/doc/world/ps/ps-nr-05-en.pdf,0,615.41,9.95,0
PYF,205.75,73.39,4795468.1,3780.06,1.94,0,na,na,0,na,205.75,73.39,1.94,0
QAT,730.01,1796.9,31987.65,11435.55,15.71,2.28,na,na,0,https://www.cbd.int/doc/world/qa/qa-nr-05-ar.pdf,730.01,1796.9,15.71,2.28
REU,51.45,1696.04,316498.93,2536.3,66.87,0.02,na,na,0,na,51.45,1696.04,66.87,0.02
ROU,6864.96,58236.37,29726.45,237452.87,24.53,23.09,33,na,5,https://www.cbd.int/doc/world/ro/ro-nr-05-en.pdf,6864.96,58236.37,24.53,23.09
RUS,172308.8,1938139,7673314.11,16874835.52,11.49,2.25,11.8,na,5,https://www.cbd.int/doc/world/ru/ru-nr-05-ru.pdf,172308.8,1938139,11.49,2.25
RWA,0,2307.56,0,25452.13,9.07,0,10.3,0,5,https://www.cbd.int/doc/world/rw/rw-nr-05-en.pdf,0,2307.56,9.07,0
SAU,8088.65,356598.97,220338.21,1934058.34,18.44,3.67,na,na,0,https://www.cbd.int/doc/world/sa/sa-nr-05-ar.pdf,8088.65,356598.97,18.44,3.67
SDN,10606.15,42442.13,66785.64,1871251.81,2.27,15.88,5.8,10,6,https://chm.cbd.int/database/record/2748B1C1-31BC-F7AF-54E0-FC64E251AA3D,10606.15,42442.13,2.27,15.88
SEN,2916.14,51934.29,158426.4,197923.97,26.24,1.84,na,2.44,6,https://chm.cbd.int/database/record/58DAD993-C79B-6275-8330-99B6F44BA483,2916.14,51934.29,26.24,1.84
SGP,0.1,33.36,762.69,604.65,5.52,0.01,4.7,na,5,https://www.cbd.int/doc/world/sg/sg-nr-05-en.pdf,0.1,33.36,5.52,0.01
SGS,1236614.05,506.66,1445886.66,3971.69,12.76,85.53,na,na,0,na,1236614.05,506.66,12.76,85.53
SHN,1585722.29,162.96,1647745.11,434.34,37.52,96.24,na,na,0,na,1585722.29,162.96,37.52,96.24
SJM,84165.31,42288.45,1081582.1,61261.12,69.03,7.78,na,na,0,na,84165.31,42288.45,69.03,7.78
SLB,1934.09,547.57,1609756.55,29191.65,1.88,0.12,5,6,5,https://www.cbd.int/doc/world/sb/sb-nr-05-en.pdf,1934.09,547.57,1.88,0.12
SLE,2594.47,9210.86,160452.57,72709.03,12.67,1.62,4,na,5,https://www.cbd.int/doc/world/sl/sl-nr-05-en.pdf,2594.47,9210.86,12.67,1.62
SLV,662.31,1767.82,94238.05,20573.3,8.59,0.7,na,na,0,na,662.31,1767.82,8.59,0.7
SOM,0,0,0,0,0,0,0.8,0,5,https://www.cbd.int/doc/world/so/so-nr-05-en.pdf,0,0,0,0
SPM,7.03,7.17,12367.33,237.59,3.02,0.06,na,na,0,na,7.03,7.17,3.02,0.06
SRB,0,11849.41,0,88509.12,13.39,0,6,na,5,https://www.cbd.int/doc/world/rs/rs-nr-05-en.pdf,0,11849.41,13.39,0
SSD,0,97576.96,0,633580.48,15.4,0,13,0,5,https://www.cbd.int/doc/world/ss/ss-nr-05-en.pdf,0,97576.96,15.4,0
STP,35.04,287.48,131709.17,989.26,29.06,0.03,30,na,5,https://www.cbd.int/doc/world/st/st-nr-05-fr.pdf,35.04,287.48,29.06,0.03
SUR,1967.95,21283.87,128362.99,147558.45,14.42,1.53,na,na,0,na,1967.95,21283.87,14.42,1.53
SVK,0,18378.97,0,48941.22,37.55,0,23.3,0,5,https://www.cbd.int/doc/world/sk/sk-nr-05-en.pdf,0,18378.97,37.55,0
SVN,4.33,8216.23,186.31,20308.55,40.46,2.32,13,0.4,5,https://www.cbd.int/doc/world/si/si-nr-05-en.pdf,4.33,8216.23,40.46,2.32
SWE,24761.66,69965.93,154980.49,449390.18,15.57,15.98,14.5,10,6,https://chm.cbd.int/database/record/060FF276-745E-F718-DC53-A1A48915D17E,24762.09,70918.41,15.78,15.98
SWZ,0,735.19,0,17335.87,4.24,0,3.9,0,5,https://www.cbd.int/doc/world/sz/sz-nr-05-en.pdf,0,816.21,4.71,0
SXM,43.05,0.26,497.53,36.46,0.72,8.65,na,na,0,na,43.05,0.26,0.72,8.65
SYC,437162.53,297.6,1340839.46,486.86,61.13,32.6,46.6,0.03,5,https://www.cbd.int/doc/world/sc/sc-nr-05-en.pdf,437162.53,297.6,61.13,32.6
SYR,25.15,1289.62,10203.62,188612.62,0.68,0.25,na,na,0,na,25.15,1289.62,0.68,0.25
TCA,149.09,449.54,154242.18,1018.17,44.15,0.1,na,na,0,na,149.09,449.54,44.15,0.1
TCD,0,266055.7,0,1276585.97,20.84,0,12.3,na,5,https://www.cbd.int/doc/world/td/td-nr-05-fr.pdf,0,266055.7,20.84,0
TGO,30.78,15977.96,15520.94,57480.65,27.8,0.2,na,na,0,https://chm.cbd.int/database/record/77EEB058-F6CE-9107-7EE8-1F96B95E6314,30.78,15977.96,27.8,0.2
THA,14687.64,95026.46,306890.54,517786.61,18.35,4.79,na,20,6,https://chm.cbd.int/database/record/46D5C83F-588E-181B-D5F7-80C3E0A7552E,14687.64,95026.46,18.35,4.79
TJK,0,31914.34,0,142244.22,22.44,0,na,0,0,na,0,31914.34,22.44,0
TKL,9.45,0.99,321242.52,15.18,6.53,0,na,na,0,na,9.45,0.99,6.53,0
TKM,2328.75,21072.21,77885.16,472137.54,4.46,2.99,4,na,5,https://www.cbd.int/doc/world/tm/tm-nr-05-ru.pdf,2328.75,21072.21,4.46,2.99
TLS,579.24,2385.35,42501.27,15006.54,15.9,1.36,na,na,0,na,579.24,2385.35,15.9,1.36
TON,388.08,95.99,668054.61,766.5,12.52,0.06,na,na,0,na,388.08,95.99,12.52,0.06
TTO,36.84,1584.85,75798.46,5213.1,30.4,0.05,32,0.1,5,https://chm.cbd.int/api/v2013/documents/C7EFE124-DEAA-B14C-3D98-D0B9E66D99DE/attachments/TT%20Fifth%20National%20Report%20to%20the%20CBD_FINAL.pdf,36.84,1584.85,30.4,0.05
TUN,1039.81,12253.9,100660.5,155230.84,7.89,1.03,17,10,6,https://chm.cbd.int/database/record/5DAF5DAA-D4D2-F800-CA8C-9462C5D56858,1039.81,12253.9,7.89,1.03
TUR,4366.85,54662.28,255925.96,782238.87,6.99,1.71,na,na,5,https://www.cbd.int/doc/world/tr/tr-nr-05-en.pdf,4366.85,54662.28,6.99,1.71
TUV,212.49,5.5,731900.03,41.79,13.16,0.03,na,na,0,No information in 5th national report,212.49,5.5,13.16,0.03
TWN,3827.2,7113.4,342996.95,36245.33,19.63,1.12,na,na,0,na,3827.2,7113.4,19.63,1.12
TZA,5719.05,375706.24,243129.6,947252.69,39.66,2.35,54.6,6.5,6,https://chm.cbd.int/database/record/57914673-CF81-82CF-0808-C76D810BAB97,5719.05,375706.24,39.66,2.35
UGA,0,38792.81,0,243144.85,15.95,0,18,0,5,https://www.cbd.int/doc/world/ug/ug-nr-05-en.pdf,0,38792.81,15.95,0
UKR,27058.36,103165.69,134873.17,598828.8,17.23,20.06,6.05,na,5,https://www.cbd.int/doc/world/ua/ua-nr-05-en.pdf,27058.36,103165.69,17.23,20.06
UMI,1270425.95,368,1964384.51,363.5,100,64.67,na,na,0,na,1270425.95,368,100,64.67
URY,976.56,6541.18,130097.97,178459.89,3.67,0.75,8.6,na,6,https://chm.cbd.int/database/record/50CCF748-F428-8010-744B-D5B1BD5F3A66,976.56,6541.18,3.67,0.75
USA,1636624.77,1229732.91,8591493.15,9490391.29,12.96,19.05,0,0,0,na,1636624.77,1229732.91,12.96,19.05
UZB,0,42834.46,0,450362.51,9.51,0,5,0,5,https://www.cbd.int/doc/world/uz/uz-nr-05-en.pdf,0,42834.46,9.51,0
VCT,79.87,91.35,36510.93,409.91,22.29,0.22,na,8.5,5,https://www.cbd.int/doc/world/vc/vc-nr-05-en.pdf,79.87,91.35,22.29,0.22
VEN,20461.39,518404.03,473325.1,917367.65,56.51,4.32,na,na,5,https://www.cbd.int/doc/world/ve/ve-nr-05-es.pdf,20461.39,518404.03,56.51,4.32
VGB,3.3,15.91,80529.48,175.61,9.06,0,na,na,na,na,3.3,15.91,9.06,0
VIR,305.41,53.71,36030.26,375.62,14.3,0.85,na,na,na,na,305.41,53.71,14.3,0.85
VNM,3659.59,24715.97,647232.22,329880.37,7.49,0.57,7,na,5,https://www.cbd.int/doc/world/vn/vn-nr-05-en.pdf,3659.59,24715.97,7.49,0.57
VUT,47.25,525.28,622073.22,12575.13,4.18,0.01,na,na,na,na,47.25,525.28,4.18,0.01
WLF,0,0.3,259805.44,180.61,0.17,0,na,na,na,na,0,0.3,0.17,0
WSM,189.41,236.61,132305.6,2893.95,8.18,0.14,na,na,5,https://www.cbd.int/doc/world/ws/ws-nr-05-en.pdf,189.41,236.61,8.18,0.14
YEM,1932.14,5173.99,548013.98,455938.92,1.13,0.35,na,na,5,https://www.cbd.int/doc/world/ye/ye-nr-05-en.pdf,1932.14,5173.99,1.13,0.35
ZAF,238966.45,114406.96,1542559.9,1224384.58,9.34,15.49,12.96,10,6,https://chm.cbd.int/database/record/33303CBE-1BB9-9034-35F8-283CC0A1D63F,239537.55,198921.02,16.25,15.53
ZMB,0,309925.53,0,755640.39,41.01,0,37.8,0,6,https://chm.cbd.int/database/record/AB99C119-FDF3-C589-9CBB-B0B2C39A58C8,0,309925.53,41.01,0
ZWE,0,110530.07,0,392573.2,28.16,0,28,0,5,https://www.cbd.int/doc/world/zw/zw-nr-05-en.pdf,0,110530.07,28.16,0
