iso3,pa_marine_area,pa_land_area,marine_area,land_area,percentage_pa_land_cover,percentage_pa_marine_cover,percentage_nr_land_cover,percentage_nr_marine_cover,nr_version,nr_report_url,oecms_pa_marine_area,oecms_pa_land_area,percentage_oecms_pa_land_cover,percentage_oecms_pa_marine_cover
POL,7317.08,123409.61,30528.55,311856.92,39.57,23.97,19.6,24,6,https://chm.cbd.int/database/record/4ACD5165-ABFA-57D0-CAB0-4FC82FB386DD,7317.08,123409.61,39.57,23.97
PRI,3196.97,591.77,154682.08,8944.38,6.62,2.07,na,na,0,na,3196.97,591.77,6.62,2.07
PRK,28.27,2973.76,114372.54,122503.01,2.43,0.02,7.2,na,5,https://www.cbd.int/doc/world/kp/kp-nr-05-en.pdf,28.27,2973.76,2.43,0.02
PRT,291259.63,21141.55,1728728.8,91847.77,23.02,16.85,22,na,5,https://www.cbd.int/doc/world/pt/pt-nr-05-pt.pdf,291259.63,21141.55,23.02,16.85
PRY,0,59330.86,0,399232.59,14.86,0,15,0,6,https://chm.cbd.int/database/record/4406F62E-6E7A-1826-E2B9-082208FCC685,0,59330.86,14.86,0
PSE,0,615.41,1120.27,6146.51,10.01,0,9,0,5,https://www.cbd.int/doc/world/ps/ps-nr-05-en.pdf,0,615.41,10.01,0
PYF,4552704.71,490.62,5206662.87,4038.49,12.15,87.44,na,na,0,na,4552704.71,490.62,12.15,87.44
QAT,712.37,1814.43,31330.97,11649.91,15.57,2.27,na,na,0,https://www.cbd.int/doc/world/qa/qa-nr-05-ar.pdf,712.37,1814.43,15.57,2.27
REU,35.91,1712.14,315366.45,2508.29,68.26,0.01,na,na,0,na,35.91,1712.14,68.26,0.01
ROU,6414.2,58697.74,29780.86,238195.85,24.64,21.54,33,na,5,https://www.cbd.int/doc/world/ro/ro-nr-05-en.pdf,6414.2,58697.74,24.64,21.54
RUS,170086.1,1940507.66,7682229.97,16927958.27,11.46,2.21,11.8,na,5,https://www.cbd.int/doc/world/ru/ru-nr-05-ru.pdf,170086.1,1940507.66,11.46,2.21
RWA,0,2307.56,0,25390.25,9.09,0,10.3,0,5,https://www.cbd.int/doc/world/rw/rw-nr-05-en.pdf,0,2307.56,9.09,0
SAU,7955.52,356729.11,224040.88,1925126.49,18.53,3.55,na,na,0,https://www.cbd.int/doc/world/sa/sa-nr-05-ar.pdf,7955.52,356729.11,18.53,3.55
SDN,10694.19,51818.22,62843.51,1861881.96,2.78,17.02,5.8,10,6,https://chm.cbd.int/database/record/2748B1C1-31BC-F7AF-54E0-FC64E251AA3D,10694.19,51818.22,2.78,17.02
SEN,4893.84,53641.76,158968.44,195319.12,27.46,3.08,na,2.44,6,https://chm.cbd.int/database/record/58DAD993-C79B-6275-8330-99B6F44BA483,4893.84,53641.76,27.46,3.08
SGP,0.15,33.32,658.42,718.74,4.64,0.02,4.7,na,5,https://www.cbd.int/doc/world/sg/sg-nr-05-en.pdf,0.15,33.32,4.64,0.02
SGS,1236975.66,145.09,1237837.4,3904.34,3.72,99.93,na,na,0,na,1236975.66,145.09,3.72,99.93
SHN,1585740.49,144.81,1653412.59,396.97,36.48,95.91,na,na,0,na,1585740.49,144.81,36.48,95.91
SJM,83605.86,41932.41,1088334.67,61140.25,68.58,7.68,na,na,0,na,83605.86,41932.41,68.58,7.68
SLB,1809.41,672.24,1602952.13,28185.98,2.39,0.11,5,6,5,https://www.cbd.int/doc/world/sb/sb-nr-05-en.pdf,1809.41,672.24,2.39,0.11
SLE,2717.16,9093.93,160720.31,72232.44,12.59,1.69,4,na,5,https://www.cbd.int/doc/world/sl/sl-nr-05-en.pdf,2717.16,9093.93,12.59,1.69
SLV,714.8,1715.3,95112.34,20664.5,8.3,0.75,na,na,0,na,714.8,1715.3,8.3,0.75
SOM,0,0,784501.55,637991.59,0,0,0.8,0,5,https://www.cbd.int/doc/world/so/so-nr-05-en.pdf,0,0,0,0
SPM,9.72,4.61,12415.74,224.77,2.05,0.08,na,na,0,na,9.72,4.61,2.05,0.08
SRB,0,12378.47,0,88456.21,13.99,0,6,na,5,https://www.cbd.int/doc/world/rs/rs-nr-05-en.pdf,0,12378.47,13.99,0
SSD,0,97578.02,0,633004.34,15.42,0,13,0,5,https://www.cbd.int/doc/world/ss/ss-nr-05-en.pdf,0,97578.02,15.42,0
STP,8.9,313.63,130855.23,988.3,31.73,0.01,30,na,5,https://www.cbd.int/doc/world/st/st-nr-05-fr.pdf,8.9,313.63,31.73,0.01
SUR,1995.55,21256.49,135097.39,143478.35,14.82,1.48,na,na,0,na,1995.55,21256.49,14.82,1.48
SVK,0,18387.67,0,49026.25,37.51,0,23.3,0,5,https://www.cbd.int/doc/world/sk/sk-nr-05-en.pdf,0,18387.67,37.51,0
SVN,5.99,8198.11,208.67,20270.44,40.44,2.87,13,0.4,5,https://www.cbd.int/doc/world/si/si-nr-05-en.pdf,5.99,8198.11,40.44,2.87
SWE,24985.24,71208.45,155360.82,450618.32,15.8,16.08,14.5,10,6,https://chm.cbd.int/database/record/060FF276-745E-F718-DC53-A1A48915D17E,24985.29,72142.4,16.01,16.08
SWZ,0,735.19,0,17289.52,4.25,0,3.9,0,5,https://www.cbd.int/doc/world/sz/sz-nr-05-en.pdf,0,816.21,4.72,0
SXM,23.7,0.05,467.61,37.54,0.13,5.07,na,na,0,na,23.7,0.05,0.13,5.07
SYC,437416.47,382.72,1341430.48,561.86,68.12,32.61,46.6,0.03,5,https://www.cbd.int/doc/world/sc/sc-nr-05-en.pdf,437416.47,382.72,68.12,32.61
SYR,24.94,1289.83,10274.05,187487.83,0.69,0.24,na,na,0,na,24.94,1289.83,0.69,0.24
TCA,195.39,403.25,91091.03,927.75,43.47,0.21,na,na,0,na,195.39,403.25,43.47,0.21
TCD,0,266055.9,0,1269454.2,20.96,0,12.3,na,5,https://www.cbd.int/doc/world/td/td-nr-05-fr.pdf,0,266055.9,20.96,0
TGO,100.48,15850.36,15498.49,56755.3,27.93,0.65,na,na,0,https://chm.cbd.int/database/record/77EEB058-F6CE-9107-7EE8-1F96B95E6314,100.48,15850.36,27.93,0.65
THA,14996.96,94766.89,298681.77,513989.05,18.44,5.02,na,20,6,https://chm.cbd.int/database/record/46D5C83F-588E-181B-D5F7-80C3E0A7552E,14996.96,94766.89,18.44,5.02
TJK,0,31909.27,0,141345.8,22.58,0,na,0,0,na,0,31909.27,22.58,0
TKL,9.11,1.33,320710.16,106.53,1.25,0,na,na,0,na,9.11,1.33,1.25,0
TKM,2580.09,20834.37,61223.51,488685.98,4.26,4.21,4,na,5,https://www.cbd.int/doc/world/tm/tm-nr-05-ru.pdf,2580.09,20834.37,4.26,4.21
TLS,566.31,2398.27,77471.2,14903.43,16.09,0.73,na,na,0,na,566.31,2398.27,16.09,0.73
TON,385.71,98.36,666091.33,739.37,13.3,0.06,na,na,0,na,385.71,98.36,13.3,0.06
TTO,50.14,1571.55,76589.87,5142.15,30.56,0.07,32,0.1,5,https://chm.cbd.int/api/v2013/documents/C7EFE124-DEAA-B14C-3D98-D0B9E66D99DE/attachments/TT%20Fifth%20National%20Report%20to%20the%20CBD_FINAL.pdf,50.14,1571.55,30.56,0.07
TUN,1104.66,12232.27,99754.04,155146.31,7.88,1.11,17,10,6,https://chm.cbd.int/database/record/5DAF5DAA-D4D2-F800-CA8C-9462C5D56858,1104.66,12232.27,7.88,1.11
TUR,4415.81,54880.16,262124.62,780104.84,7.03,1.68,na,na,5,https://www.cbd.int/doc/world/tr/tr-nr-05-en.pdf,4415.81,54880.16,7.03,1.68
TUV,212.27,5.71,753143.65,28.3,20.19,0.03,na,na,0,No information in 5th national report,212.27,5.71,20.19,0.03
TWN,3805.43,7135.18,355639.72,36144.71,19.74,1.07,na,na,0,na,3805.43,7135.18,19.74,1.07
TZA,5575.77,375849.06,241334.37,940944.4,39.94,2.31,54.6,6.5,6,https://chm.cbd.int/database/record/57914673-CF81-82CF-0808-C76D810BAB97,5575.77,375849.06,39.94,2.31
UGA,0,38792.96,0,241499.24,16.06,0,18,0,5,https://www.cbd.int/doc/world/ug/ug-nr-05-en.pdf,0,38792.96,16.06,0
UKR,30005.04,101967.77,139197.12,595567.12,17.12,21.56,6.05,na,5,https://www.cbd.int/doc/world/ua/ua-nr-05-en.pdf,30005.05,102074.63,17.14,21.56
UMI,1273124.02,31.99,1975254.81,32.84,97.42,64.45,na,na,0,na,1273124.02,31.99,97.42,64.45
URY,2112.71,5405,144033.8,176423.84,3.06,1.47,8.6,na,6,https://chm.cbd.int/database/record/50CCF748-F428-8010-744B-D5B1BD5F3A66,2112.71,5405,3.06,1.47
USA,1637996.76,1225957.37,8610010.95,9466888.96,12.95,19.02,0,0,0,na,1637996.76,1225957.37,12.95,19.02
UZB,0,63355.86,0,448925.32,14.11,0,5,0,5,https://www.cbd.int/doc/world/uz/uz-nr-05-en.pdf,0,63355.86,14.11,0
VCT,82.95,88.27,36250.24,389.82,22.64,0.23,na,8.5,5,https://www.cbd.int/doc/world/vc/vc-nr-05-en.pdf,82.95,88.27,22.64,0.23
VEN,20675.22,518203.5,472008.27,911743.98,56.84,4.38,na,na,5,https://www.cbd.int/doc/world/ve/ve-nr-05-es.pdf,20675.22,518203.5,56.84,4.38
VGB,2.9,16.31,81585.07,155.9,10.46,0,na,na,na,na,2.9,16.31,10.46,0
VIR,312.25,46.87,38297.8,351.36,13.34,0.82,na,na,na,na,312.25,46.87,13.34,0.82
VNM,3686.93,24686.51,752006.11,326147.32,7.57,0.49,7,na,5,https://www.cbd.int/doc/world/vn/vn-nr-05-en.pdf,3686.93,24686.51,7.57,0.49
VUT,66.98,587.72,625983.65,12196.56,4.82,0.01,na,na,na,na,66.98,587.72,4.82,0.01
WLF,0,0.3,250647.15,145.83,0.21,0,na,na,na,na,0,0.3,0.21,0
WSM,205.15,223.65,130493.26,2836.23,7.89,0.16,na,na,5,https://www.cbd.int/doc/world/ws/ws-nr-05-en.pdf,205.15,223.65,7.89,0.16
YEM,1972.32,5133.81,527519.7,452995.52,1.13,0.37,na,na,5,https://www.cbd.int/doc/world/ye/ye-nr-05-en.pdf,1972.32,5133.81,1.13,0.37
ZAF,238702.92,117019.93,1547395.48,1220177.95,9.59,15.43,12.96,10,6,https://chm.cbd.int/database/record/33303CBE-1BB9-9034-35F8-283CC0A1D63F,238702.92,117019.93,9.59,15.43
ZMB,0,309922.06,0,751045.1,41.27,0,37.8,0,6,https://chm.cbd.int/database/record/AB99C119-FDF3-C589-9CBB-B0B2C39A58C8,0,309922.06,41.27,0
ZWE,0,110527.89,0,390712.32,28.29,0,28,0,5,https://www.cbd.int/doc/world/zw/zw-nr-05-en.pdf,0,110527.89,28.29,0
