iso3,pame_pa_marine_area,pame_pa_land_area,pame_percentage_pa_marine_cover,pame_percentage_pa_land_cover
GGY,,, -   , -   
GHA,218.2900348,7071.285555,0.1,2.94
GIB,0,0, -   , -   
GIN,450.5610286,22957.93108,0.41,9.32
GLP,,, -   , -   
GMB,101.7456044,597.0774402,0.45,5.55
GNB,2136.571118,6252.288343,2.01,18.38
GNQ,6.850682401,3123.690636,0,11.51
GRC,408.3429469,1857.398302,0.08,1.4
GRD,0.224225389,9.54307484,0,2.55
GRL,402.1399267,5749.926977,0.02,0.27
GTM,892.0954798,11527.3572,0.75,10.49
GUF,0,20378.74316, -   ,24.54
GUM,,, -   , -   
GUY,25.85568599,17952.53575,0.02,8.5
HKG,,, -   , -   
HMD,6050.480012,391.1989037,1.45,100
HND,505.2118265,17845.88268,0.23,15.75
HRV,383.4912706,4710.251022,0.69,8.28
HTI,0,246.8831593, -   ,0.9
HUN,0,761.4158976, -   ,0.82
IDN,4776.08147,135466.5103,0.08,7.11
IMN,,, -   , -   
IND,638.947252,108190.3708,0.03,3.53
IOT,,, -   , -   
IRL,85.8692915,115.2225838,0.02,0.16
IRN,1150.567318,13309.78741,0.51,0.82
IRQ,0,1377.958757, -   ,0.31
ISL,31.66475373,660.8693574,0,0.65
ISR,,, -   , -   
ITA,323.4002173,4313.251666,0.06,1.43
JAM,1862.382224,1368.645964,0.76,12.38
JEY,,, -   , -   
JOR,0.919866554,1509.031423,0.98,1.68
JPN,,, -   , -   
KAZ,0,26578.01225, -   ,0.98
KEN,222.5630706,30229.57454,0.2,5.15
KGZ,0,1304.758795, -   ,0.65
KHM,224.7478529,30148.53707,0.47,16.52
KIR,408247.3769,84.15275953,11.8,8.15
KNA,,, -   , -   
KOR,3033.831584,5793.669603,0.93,5.81
KWT,0.803143158,325.01945,0.01,1.87
LAO,,, -   , -   
LBN,40.79915878,120.9733615,0.21,1.17
LBR,251.8133481,2412.042588,0.1,2.5
LBY,,, -   , -   
LCA,13.14338898,21.25229573,0.08,3.42
LIE,0,19.02645876, -   ,11.39
LKA,0,633.8389015, -   ,0.95
LSO,0,106.2868898, -   ,0.35
LTU,197.267,862.5545773,3.22,1.33
LUX,0,487.748247, -   ,18.74
LVA,87.9853765,689.1985868,0.3,1.07
MAF,,, -   , -   
MAR,332.1699437,1085.296971,0.12,0.27
MCO,,, -   , -   
MDA,0,977.2216447, -   ,2.88
MDG,4136.550457,37920.81514,0.34,6.38
MDV,,, -   , -   
MEX,688393.099,144981.0455,20.96,7.38
MHL,,, -   , -   
MKD,0,1918.949761, -   ,7.54
MLI,0,79219.32997, -   ,6.3
MLT,0.018268584,3.137452856,0,0.97
MMR,1774.688585,2480.137252,0.35,0.37
MNE,0,850.0697498, -   ,6.14
MNG,0,208433.216, -   ,13.31
MNP,2.507639477,1.755225407,0,0.35
MOZ,9598.21148,142158.9958,1.67,17.97
MRT,6487.581024,6412.382649,4.15,0.61
MSR,,, -   , -   
MTQ,,, -   , -   
MUS,3.781151425,63.29214429,0,3.07
MWI,0,15436.05875, -   ,12.99
MYS,1325.28201,7239.037608,0.29,2.18
MYT,,, -   , -   
NAM,243.8362716,129581.956,0.04,15.66
NCL,15558.31027,193.9653585,1.13,1.01
NER,0,188561.1294, -   ,15.84
NFK,1.491326988,0.436291419,0,1.02
NGA,0,14510.69608, -   ,1.59
NIC,638.2441998,6706.637544,0.29,5.19
NIU,,, -   , -   
NLD,,, -   , -   
NOR,100.4483648,1125.922674,0.01,0.35
NPL,0,25086.47133, -   ,16.98
NRU,0,0, -   , -   
NZL,14582.27116,26072.7857,0.36,9.67
OMN,,, -   , -   
PAK,0,236.931869, -   ,0.03
PAN,4486.821268,17330.62183,1.35,22.96
PCN,4.251021227,37.03597145,0,81.24
PER,4029.972343,182736.035,0.48,14.07
PHL,1674.36029,5146.30576,0.09,1.72
PLW,78.31292358,14.52386679,0.01,2.9
PNG,3029.710822,13093.64518,0.13,2.8
POL,6355.900456,46040.18443,19.9,14.76
PRI,,, -   , -   
PRK,,, -   , -   
PRT,2140.348903,10801.45372,0.12,11.72
PRY,0,9793.229867, -   ,2.44
PSE,,, -   , -   
PYF,6.700815476,8.888061475,0,0.24
QAT,,, -   , -   
REU,0.884870176,1064.426636,0,41.97
ROU,693.9091973,11756.28501,2.33,4.95
RUS,18197.37898,225313.775,0.24,1.34
RWA,0,2216.080247, -   ,8.71
SAU,0,4077.61399, -   ,0.21
SDN,0,15953.71057, -   ,0.85
SEN,2229.567468,11649.05532,1.41,5.89
SGP,0,32.27377637, -   ,5.34
SGS,,, -   , -   
SHN,,, -   , -   
SJM,,, -   , -   
SLB,519.2611866,308.9377468,0.03,1.06
SLE,380.1738442,3601.955119,0.24,4.95
SLV,0,60.55536244, -   ,0.29
SOM,0,0, -   , -   
SPM,,, -   , -   
SRB,0,4102.342608, -   ,4.63
SSD,0,59270.90155, -   ,9.35
STP,,, -   , -   
SUR,1980.333327,20899.47606,1.54,14.16
SVK,0,10893.94442, -   ,22.26
SVN,0.405680938,1955.56978,0.22,9.63
SWE,1079.942163,10548.04287,0.7,2.35
SWZ,0,328.0570391, -   ,1.89
SXM,,, -   , -   
SYC,2435.261875,167.221736,0.18,34.35
SYR,13.5554664,111.6976011,0.13,0.06
TCA,,, -   , -   
TCD,0,149553.8103, -   ,11.72
TGO,0,3644.37525, -   ,6.34
THA,0,38921.37815, -   ,7.52
TJK,0,26003.31263, -   ,18.28
TKL,,, -   , -   
TKM,1956.802706,9093.28306,2.51,1.93
TLS,,, -   , -   
TON,4.999165609,49.21353286,0,6.42
TTO,,, -   , -   
TUN,225.0151834,508.0780481,0.22,0.33
TUR,128.2527467,798.7501562,0.05,0.1
TUV,,, -   , -   
TWN,,, -   , -   
TZA,4231.403285,123824.2719,1.74,13.07
UGA,0,16000.01107, -   ,6.58
UKR,130.0232908,7285.449038,0.1,1.22
UMI,2305.16164,1.457914,0.12,0.4
URY,666.0386747,1876.142527,0.51,1.05
USA,1525664.006,154983.1405,17.76,1.63
UZB,0,1871.272924, -   ,0.42
VCT,50.38538931,49.16400988,0.14,11.99
VEN,4120.898444,131343.4837,0.87,14.32
VGB,,, -   , -   
VIR,20.49985971,39.56481331,0.06,10.53
VNM,716.1754141,13486.51236,0.11,4.09
VUT,0.802327211,30.02523042,0,0.24
WLF,,, -   , -   
WSM,,, -   , -   
YEM,1234.214383,2874.019964,0.23,0.63
ZAF,3912.390721,77289.54088,0.25,6.31
ZMB,0,117568.4299, -   ,15.56
ZWE,0,24345.91666, -   ,6.2
